,depth,temp,salinity
0,0,2.359237314838157,33.99712447570141
1,2,2.359237314838157,33.99712447570141
2,4,2.359237314838157,33.99712447570141
3,6,2.359237314838157,33.99712447570141
4,8,2.3884722163667194,34.00592425620434
5,10,2.422905745668937,34.01621109054312
6,12,2.463723118573033,34.02835602161418
7,14,2.5206528748405326,34.044731933276594
8,16,2.5877364677536145,34.06390438675988
9,18,2.6626568458796953,34.08566024798677
10,20,2.7461397397709506,34.109746523143585
11,22,2.8360334694885223,34.135117356115835
12,24,2.9298975812533126,34.16177226160595
13,26,3.0221470667235133,34.18921997972003
14,28,3.105346582743823,34.2148717665523
15,30,3.181279223002781,34.23851291089998
16,32,3.247171596893535,34.25979855324988
17,34,3.2987075353333295,34.27783071863774
18,36,3.3348046641508766,34.29153711716031
19,38,3.3583309600861635,34.30165522356158
20,40,3.3716241831098763,34.30898366069217
21,42,3.376470395286813,34.31404245394185
22,44,3.3882763303783427,34.31962152858276
23,46,3.408633605108201,34.32647108049417
24,48,3.4289958480553215,34.33360754539516
25,50,3.453327229853758,34.34076562788179
26,52,3.482674077273117,34.34893490941062
27,54,3.5093625235658235,34.357072436716884
28,56,3.5369578705368725,34.365590144608475
29,58,3.5744273424561026,34.3768012630323
30,60,3.6255606803905045,34.391276018724454
31,62,3.695065890928496,34.41008039246544
32,64,3.7768112819309767,34.43233734865672
33,66,3.8671368405532514,34.45763712537137
34,68,3.961958775086884,34.48564669231802
35,70,4.057144259263385,34.51721251365823
36,72,4.155217048469598,34.554062011106936
37,74,4.24147613935401,34.58958326294422
38,76,4.315515732159016,34.627911717214516
39,78,4.371716592333831,34.666159867274494
40,80,4.407664422615463,34.69756926079832
41,82,4.41989865346637,34.719020279922866
42,84,4.424475854837865,34.737564616000924
43,86,4.425119924288309,34.74858412853309
44,88,,
45,90,,
46,92,,
